Employee ID,Frame,Box x,Box y,Box width,Box height,Width-to-height ratio,right_shoulder&right_elbow - RIGHT_ELBOW - right_elbow&right_wrist,right_shoulder&right_elbow - RIGHT_SHOULDER - right_shoulder&left_shoulder,right_shoulder&right_elbow - RIGHT_SHOULDER - right_shoulder&right_hip,left_shoulder&left_elbow - LEFT_ELBOW - left_elbow&left_wrist,left_shoulder&left_elbow - LEFT_SHOULDER - right_shoulder&left_shoulder,left_shoulder&left_elbow - LEFT_SHOULDER - left_shoulder&left_hip,right_hip&right_knee - RIGHT_KNEE - right_knee&right_ankle,right_hip&right_knee - RIGHT_HIP - right_hip&left_hip,right_hip&right_knee - RIGHT_HIP - right_shoulder&right_hip,left_hip&left_knee - LEFT_KNEE - left_knee&left_ankle,left_hip&left_knee - LEFT_HIP - right_hip&left_hip,left_hip&left_knee - LEFT_HIP - left_shoulder&left_hip,right_shoulder&left_shoulder - RIGHT_SHOULDER - right_shoulder&right_hip,right_shoulder&left_shoulder - LEFT_SHOULDER - left_shoulder&left_hip,right_hip&left_hip - RIGHT_HIP - right_shoulder&right_hip,right_hip&left_hip - LEFT_HIP - left_shoulder&left_hip,Fatigue or not
1,48,1118.0,410.0,172.0,182.0,0.94505495,149.1,98.3,61.5,160.6,97.7,81.7,151.3,56.9,70.9,141.1,125.0,64.7,159.7,16.0,14.0,170.3,0
2,48,1336.5,420.0,209.0,304.0,0.6875,147.9,56.8,61.8,166.4,133.6,79.6,117.8,10.9,69.1,119.0,168.3,62.5,118.6,54.0,58.2,129.2,0
1,49,1119.5,410.0,173.0,184.0,0.9402174,150.8,99.6,61.9,158.5,95.0,81.0,154.3,60.9,73.5,143.4,121.2,66.9,161.6,14.0,12.6,171.9,0
2,49,1335.0,419.5,210.0,305.0,0.6885246,147.8,57.6,60.2,166.8,133.3,78.8,117.1,11.2,70.1,118.4,168.0,63.3,117.8,54.5,59.0,128.7,0
1,50,1118.5,410.5,169.0,183.0,0.92349726,152.0,98.6,61.2,157.5,96.1,80.5,157.3,61.3,75.8,146.6,120.3,69.6,159.8,15.5,14.5,170.1,0
2,50,1334.0,418.5,212.0,303.0,0.69966996,148.7,56.1,61.1,165.9,133.7,78.3,115.9,10.1,69.8,117.5,169.1,63.0,117.2,55.4,59.6,127.8,0
1,51,1333.5,418.5,211.0,305.0,0.6918033,150.0,54.3,62.1,165.3,133.9,77.6,118.1,11.3,71.7,119.8,168.0,65.1,116.4,56.3,60.4,126.9,0
2,51,1117.5,409.5,171.0,185.0,0.92432433,150.2,96.9,62.2,160.1,95.3,79.6,155.3,60.5,75.0,145.1,120.1,69.4,159.2,15.7,14.6,170.5,0
1,52,1333.0,418.5,212.0,309.0,0.68608415,149.0,56.4,59.5,166.0,133.2,76.7,117.1,11.1,72.2,118.7,167.9,65.6,115.9,56.5,61.0,126.5,0
2,52,1118.0,409.0,170.0,186.0,0.9139785,149.4,100.0,61.3,158.4,94.6,80.7,154.6,61.7,74.4,142.8,119.5,68.3,161.2,13.8,12.7,172.2,0
1,53,1117.5,407.0,173.0,192.0,0.9010417,152.2,95.6,64.5,166.4,93.1,77.5,157.3,60.7,74.9,147.5,119.5,70.4,160.1,15.6,14.2,170.1,0
2,53,1333.5,418.5,209.0,311.0,0.67202574,149.6,56.9,57.0,167.3,133.8,75.2,118.4,12.1,75.0,120.0,167.1,68.3,113.9,58.6,62.9,124.6,0
1,54,1334.0,417.0,208.0,312.0,0.6666667,148.9,58.4,55.8,169.1,134.7,76.4,119.4,13.0,75.5,120.7,166.4,68.5,114.2,58.3,62.4,125.1,0
2,54,1119.0,405.5,172.0,191.0,0.90052354,143.1,103.2,56.1,162.4,90.9,75.8,157.5,63.8,78.9,145.3,115.4,74.1,159.2,15.2,15.1,170.5,0
1,55,1334.0,416.0,206.0,314.0,0.656051,145.2,65.7,48.6,170.8,130.4,72.9,121.6,17.4,79.5,122.6,161.8,72.2,114.3,57.5,62.1,126.1,0
2,55,1118.5,406.0,175.0,192.0,0.9114583,144.2,103.4,54.6,170.4,90.0,73.2,156.4,62.9,79.1,145.2,117.0,74.0,158.0,16.7,16.2,169.0,0
1,56,1332.0,412.5,208.0,319.0,0.6520376,148.2,59.2,52.6,167.0,133.6,72.5,123.3,13.0,79.0,124.2,165.5,73.3,111.8,61.2,66.0,121.1,0
2,56,1120.0,404.0,178.0,194.0,0.91752577,148.1,101.5,57.4,166.7,91.6,75.1,163.5,65.9,81.8,153.6,113.6,77.6,158.8,16.5,15.9,168.9,0
